source,topic,question,answer,type,cert,options
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,What are the three branched chain amino acids (BCAAs)?,"Valine, leucine, and isoleucine",Quiz,NASM CPT,"Valine, leucine, and isoleucine|Histidine, threonine, and phenylalanine|Alanine, glutamine, and tyrosine|Methionine, tryptophan, and lysine"
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,What are the three micronutrients?,"Vitamins, minerals, and phytonutrients",Quiz,NASM CPT,"Vitamins, minerals, and phytonutrients|Protein, carbohydrates, and lipids|Protein, carbohydrates, and fluids|Vitamins, minerals, and lipids"
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,What breathing change occurs at the second ventilatory threshold (VT2)?,Expiration becomes more forceful.,Quiz,NASM CPT,Expiration becomes more forceful.|Breathing settles into a more consistent rhythm.|Inspiration is prolonged.|Breathing becomes more shallow.
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,What does the first law of thermodynamics state?,Energy can neither be created nor destroyed.,Quiz,NASM CPT,Energy can neither be created nor destroyed.|All energy is converted to heat.|Food increases metabolic rate.|Metabolic rate is constant.
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,What effect would sleep deprivation have on growth hormone and cortisol levels?,Inadequate sleep will decrease growth hormone and increase cortisol levels.,Quiz,NASM CPT,Inadequate sleep will decrease growth hormone and increase cortisol levels.|Inadequate sleep will increase growth hormone and cortisol levels.|Inadequate sleep will decrease growth hormone and cortisol levels.|Inadequate sleep will increase growth hormone levels and decrease cortisol levels.
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,What is adaptive thermogenesis?,Metabolic adaptations and changes in energy expenditure due to changes in energy intake,Quiz,NASM CPT,Metabolic adaptations and changes in energy expenditure due to changes in energy intake|Increased heat production due to changes in energy expenditure|Changes in energy intake due to changes in energy expenditure|Adaptations to exercise due to changes in energy intake
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,What is credible nutrition information?,Nutrition information that is rooted in and supported by science,Quiz,NASM CPT,Nutrition information that is rooted in and supported by science|Nutrition information that is supported by news and media|Nutrition information that is believable|Nutrition information that is reported to be true
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,What is it called when a ligament is overstretched or torn?,A sprain,Quiz,NASM CPT,A sprain|A strain|A twist|A pull
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,What is stroke volume?,The amount of blood pumped out of the heart with each contraction,Quiz,NASM CPT,The amount of blood pumped out of the heart with each contraction|The amount of blood pumped by the heart per minute|The amount of blood in the ventricle before contraction|The amount of blood remaining in the ventricle after contraction
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,What is the acceptable macronutrient distribution range (AMDR) for carbohydrate in the diet?,45 to 65% of total calories,Quiz,NASM CPT,"45 to 65% of total calories |30 to 50% of total calories |20 to 35% of total calories |10 to 35% of total calories"
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,What is the concept used to describe the action of muscles that have the ability to contract automatically in anticipation of movement?,Feed-forward,Quiz,NASM CPT,Feed-forward|Antagonist function|Synergist function|Feedback
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,What is the name for projections protruding from the bone to which tendons and ligaments attach?,Processes,Quiz,NASM CPT,Processes|Bone spurs|Depressions|Sulcus
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,What is the primary function of the large intestine?,Absorption of food and passage of waste into the rectum,Quiz,NASM CPT,Absorption of food and passage of waste into the rectum|Digestion of food and passage of waste into the small intestine|Digestion of food and passage of waste into the rectum|Absorption of food and passage of waste into the small intestine
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,What is the primary purpose of the peripheral nervous system?,To connect the central nervous system to the rest of the body,Quiz,NASM CPT,To connect the central nervous system to the rest of the body|To coordinate the activity of all parts of the body|To transmit impulses between afferent and efferent neurons|To transmit nervous impulses from neuron to neuron
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,What is the process by which bone is constantly renewed?,Remodeling,Quiz,NASM CPT,Remodeling|Wolff's law|Osteoporosis|Neuroplasticity
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,What is the scientific term that describes the nervous system’s role in the contract/relax relationship between agonists and antagonists?,Reciprocal inhibition,Quiz,NASM CPT,Reciprocal inhibition|Muscle imbalance|Length-tension relationship|Stretch-shortening cycle
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,What is the term for the chemical messengers that cross the synapse between the neuron and muscle and assist with nerve transmission?,Neurotransmitters,Quiz,NASM CPT,Neurotransmitters|Synapses|Sarcomeres|Adenosine triphosphate
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,What would be considered a normal resting heart rate for a healthy sedentary person?,80 beats per minute,Quiz,NASM CPT,80 beats per minute|120 beats per minute|50 beats per minute|105 beats per minute
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,Which component contributes the most to total energy expenditure?,Resting metabolism,Quiz,NASM CPT,Resting metabolism|Thermic effect of food|Thermic effect of activity|Exercise
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,Which feature of a food label would enable a client to assess the nutrient composition of a food product?,The nutrition facts panel,Quiz,NASM CPT,The nutrition facts panel|The ingredients list|The percent reference intake|The nutrient-to-ingredient ratio
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,Which governmental agency regulates dietary supplements in Australia?,Therapeutic Goods Administration (TGA),Quiz,NASM CPT,Therapeutic Goods Administration (TGA)|Food and Drug Administration (FDA)|World Anti-Doping Agency (WADA)|Health Canada
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,Which governmental agency regulates dietary supplements in the United States?,Food and Drug Administration (FDA),Quiz,NASM CPT,Food and Drug Administration (FDA)|Therapeutic Goods Administration (TGA)|European Food Safety Authority (EFSA)|World Anti-Doping Agency (WADA)
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,Which heart chamber receives deoxygenated blood and pumps it to the lungs?,Right ventricle,Quiz,NASM CPT,Right ventricle|Left ventricle|Left atrium|Right atrium
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,Which of the following conditions would produce nutritional ketosis in the body?,A very low-carbohydrate diet,Quiz,NASM CPT,A very low-carbohydrate diet|High-intensity exercise|A caloric surplus|A low-protein diet
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,Which of the following effects of the cardiovascular system occurs during exercise?,Increased ventricular filling,Quiz,NASM CPT,Increased ventricular filling|Decreased venous return|Venous pooling|Decreased ventricular filling
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,Which of the following is the functional unit of a muscle cell?,A sarcomere,Quiz,NASM CPT,A sarcomere|Actin|Myosin|Endomysium
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,Which of the following muscles is primarily targeted when performing a biceps curl exercise with the thumb up?,Brachioradialis,Quiz,NASM CPT,Brachioradialis|Biceps brachii|Triceps brachii|Brachialis
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,Which of the following nutrition topics are within the scope of practice for a Certified Personal Trainer?,General guidance on the importance of nutrition for health and performance,Quiz,NASM CPT,"General guidance on the importance of nutrition for health and performance|Specific nutrition recommendations for an individual’s caloric, macronutrient, or micronutrient intake|Medical nutrition therapy as related to an individual’s medical diagnoses|Meal planning with caloric or nutrient-specific guidelines for weight loss/gain or sports performance"
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,Which of the following would be a credible source of nutrition information?,The Academy of Nutrition and Dietetics,Quiz,NASM CPT,The Academy of Nutrition and Dietetics|The Washington Post|A newspaper review article|Social media
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,Which of the following would occur during intermittent exercise?,All three energy systems would be used at some point during the activity.,Quiz,NASM CPT,All three energy systems would be used at some point during the activity.|A steady-state intensity would be used.|Fat would be the main energy source.|Carbohydrates would not be a major energy source.
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,Which substrate provides nearly all the energy for activity at and above VT2?,Glucose,Quiz,NASM CPT,Glucose|Fat|Protein|Ketone bodies
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,Which subsystem is responsible for providing both frontal plane mobility and stabilization of the lumbo-pelvic-hip complex?,Lateral subsystem,Quiz,NASM CPT,Lateral subsystem|Deep longitudinal subsystem|Posterior oblique subsystem|Anterior oblique subsystem
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,Which system is comprised of the airways and lungs?,Respiratory,Quiz,NASM CPT,Respiratory|Cardiovascular|Digestive|Endocrine
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,Which type of lipids are considered to be heart-healthy and associated with reduced inflammation?,Omega-3 fatty acids,Quiz,NASM CPT,"Omega-3 fatty acids |Omega-6 fatty acids |Trans fats |Saturated fats"
NASM Personal Fitness Training: Section 4 Review,Assessment,"From the list of assessments provided, which should be conducted first to preserve its validity?",Body composition,Quiz,NASM CPT,Body composition|Cardiorespiratory fitness|Muscular fitness|Flexibility
NASM Personal Fitness Training: Section 4 Review,Assessment,"If Joe takes a 6-second heart rate count on his client and notes 8 beats, what would his client’s heart rate be?",80 beats per minute,Quiz,NASM CPT,80 beats per minute|72 beats per minute|66 beats per minute|64 beats per minute
NASM Personal Fitness Training: Section 4 Review,Assessment,"In most individuals, to what pressure is the blood pressure cuff inflated when measuring resting blood pressure?",The cuff is inflated to a value of 20 to 30 mm Hg above the point at which the pulse can no longer be felt at the wrist.,Quiz,NASM CPT,The cuff is inflated to a value of 20 to 30 mm Hg above the point at which the pulse can no longer be felt at the wrist.|The cuff is inflated to a value 70 to 80 mm Hg above the point at which the pulse can no longer be felt at the wrist.|The cuff is inflated to a value 45 to 55 mm Hg above the point at which the pulse can no longer be felt at the wrist.|The cuff is inflated to a value 5 to 10 mm Hg above the point at which the pulse can no longer be felt at the wrist.
NASM Personal Fitness Training: Section 4 Review,Assessment,"When sequencing physiological assessments, which of the following would produce a better result if measured immediately after exercise rather than before exercise?",Flexibility,Quiz,NASM CPT,Flexibility|Body composition|Blood pressure|Resting heart rate
NASM Personal Fitness Training: Section 4 Review,Assessment,"Which muscle would be considered overactive, leading to the excessive forward trunk lean during the overhead squat assessment?",Hip flexors,Quiz,NASM CPT,Hip flexors|Gluteus maximus|Hamstrings complex|Gluteus medius
NASM Personal Fitness Training: Section 4 Review,Assessment,"Which type of assessment measures overall strength, stability, muscular endurance, and agility?",Performance assessment,Quiz,NASM CPT,Performance assessment|Overhead squat assessment|Dynamic posture assessment|Static posture assessment
NASM Personal Fitness Training: Section 4 Review,Assessment,How can diastolic blood pressure be defined?,The pressure in arteries and other blood vessels when the heart is at rest or between beats; the second (bottom) number recorded,Quiz,NASM CPT,"The pressure in arteries and other blood vessels when the heart is at rest or between beats; the second (bottom) number recorded |The pressure in arteries and other blood vessels when the heart is contracting; the first (top) number recorded |The measurement of the number of times a heart beats within a specified time period (usually 1 minute) |The action of expanding the diameter of a blood vessel near the surface of the skin, which helps remove heat from the body"
NASM Personal Fitness Training: Section 4 Review,Assessment,How is upper crossed syndrome characterized?,Forward head and protracted shoulders,Quiz,NASM CPT,"Forward head and protracted shoulders |Anterior pelvic tilt and excessive lordosis of the lumbar spine |Excessive forward lean and arms fall forward |Flat feet, knee valgus, and internally rotated and adducted hips"
NASM Personal Fitness Training: Section 4 Review,Assessment,How many skinfold sites are measured when determining body composition using the Durnin-Womersley protocol?,Four,Quiz,NASM CPT,Four|Six|Seven|Three
NASM Personal Fitness Training: Section 4 Review,Assessment,In which BMI category would you classify Vincent if he has a BMI of 27?,Overweight,Quiz,NASM CPT,Overweight|Healthy weight|Obese|Class II obesity
NASM Personal Fitness Training: Section 4 Review,Assessment,The standard Jackson and Pollock 3-Site protocol for women requires skinfold measurements at which of the following sites?,"Suprailiac, thigh, and triceps",Quiz,NASM CPT,"Suprailiac, thigh, and triceps|Triceps, abdomen, and thigh|Chest, suprailiac, and abdomen|Abdomen, thigh, and suprailiac"
NASM Personal Fitness Training: Section 4 Review,Assessment,What are the five kinetic chain checkpoints?,"Feet and ankles, knees, LPHC, shoulders, and head and neck",Quiz,NASM CPT,"Feet and ankles, knees, LPHC, shoulders, and head and neck|Feet, ankles, knees, abdomen, and chest|Feet, ankles, knees, torso, and neck|Feet and ankles, LPHC, shoulders, head, and neck"
NASM Personal Fitness Training: Section 4 Review,Assessment,What are three postural distortion patterns to look for in static postural assessments?,"Pes planus distortion syndrome, lower crossed syndrome, and upper crossed syndrome",Quiz,NASM CPT,"Pes planus distortion syndrome, lower crossed syndrome, and upper crossed syndrome|Pes planus distortion syndrome, knees cave inward, and arms fall forward|Knee dominance, upper crossed syndrome, and lower crossed syndrome|Low-back arches, shoulders elevate, and head juts forward"
NASM Personal Fitness Training: Section 4 Review,Assessment,What best defines a Physical Activity Readiness Questionnaire (PAR-Q+)?,A detailed questionnaire designed to assess an individual’s physical readiness to engage in structured exercise,Quiz,NASM CPT,"A detailed questionnaire designed to assess an individual’s physical readiness to engage in structured exercise|A screening tool used to evaluate the benefits and the risks associated with starting any type of exercise that is strenuous in nature|A questionnaire with lists of questions that pertain to health history and habits, such as exercise history, eating behaviors, and general lifestyle|A screening where the results indicate a need for medical clearance, when one is not, in fact, needed"
NASM Personal Fitness Training: Section 4 Review,Assessment,What is a body composition assessment technique that estimates body fat percentage by measuring the resistance to the flow of electrical currents introduced into the body?,Bioelectrical impedance analysis (BIA),Quiz,NASM CPT,"Bioelectrical impedance analysis (BIA)|Skinfold measurements|Anthropometry|Body mass index (BMI)"
NASM Personal Fitness Training: Section 4 Review,Assessment,What principle is hydrostatic underwater weighing based upon?,Archimedes' principle,Quiz,NASM CPT,Archimedes' principle|All-or-nothing principle|Principle of specificity|Davis's principle
NASM Personal Fitness Training: Section 4 Review,Assessment,What step cadence is used during the YMCA 3-minute step test?,A cadence of 96 steps per minute,Quiz,NASM CPT,A cadence of 96 steps per minute|A cadence of 36 steps per minute|A cadence of 60 steps per minute|A cadence of 112 steps per minute
NASM Personal Fitness Training: Section 4 Review,Assessment,What term refers to the ability of a test to produce consistent and repeatable results?,Reliability,Quiz,NASM CPT,Reliability|Relevance|Validity|Appropriateness
NASM Personal Fitness Training: Section 4 Review,Assessment,Where is it most common to take an individual's circumference measurement to assess health risk?,Waist,Quiz,NASM CPT,Waist|Hips|Thigh|Arm
NASM Personal Fitness Training: Section 4 Review,Assessment,Which muscles are typically underactive in association with pes planus distortion syndrome?,"Anterior and posterior tibialis, and gluteus maximus and medius",Quiz,NASM CPT,"Anterior and posterior tibialis, and gluteus maximus and medius|Adductor complex (inner thighs)|Hip flexors|Upper trapezius"
NASM Personal Fitness Training: Section 4 Review,Assessment,Which muscles are typically underactive in association with upper crossed syndrome?,Lower trapezius,Quiz,NASM CPT,Lower trapezius|Upper trapezius|Hip flexors|Abdominals
NASM Personal Fitness Training: Section 4 Review,Assessment,Which muscles are typically underactive with knee valgus during the single-leg squat?,Gluteus maximus and medius,Quiz,NASM CPT,Gluteus maximus and medius|Adductor complex|Tensor fascia latae|Lower trapezius
NASM Personal Fitness Training: Section 4 Review,Assessment,Which muscles may be overactive with knee valgus during the overhead squat?,Tensor fascia latae and adductor complex,Quiz,NASM CPT,Tensor fascia latae and adductor complex|Gluteus maximus and medius|Hip flexors|Upper trapezius
NASM Personal Fitness Training: Section 4 Review,Assessment,Which of the following exercises is typically used to measure muscular endurance of the upper extremities during a pushing movement?,Push-up test,Quiz,NASM CPT,Push-up test|Pushing assessment|Bench press strength assessment|Overhead press
NASM Personal Fitness Training: Section 4 Review,Assessment,Which of the following statements defines the chest skinfold location for men?,A diagonal fold taken half the distance between the anterior axillary line and the nipple,Quiz,NASM CPT,"A diagonal fold taken half the distance between the anterior axillary line and the nipple |A diagonal fold, 1 to 2 centimeters below the inferior angle of the scapula |A diagonal fold taken immediately superior to and in line with the natural angle of the iliac crest (top portion of the hip bone), aligned with the anterior axillary line |A vertical fold taken on the mid-axillary line at the level of the xiphoid process (which is typically just below the nipple line)"
NASM Personal Fitness Training: Section 4 Review,Assessment,Which of the following waist-to-hip ratios (WHRs) places Amy (a female) in the high-risk category for cardiovascular disease?,WHR of 0.88,Quiz,NASM CPT,WHR of 0.88|WHR of 0.72|WHR of 0.78|WHR of 0.83
NASM Personal Fitness Training: Section 4 Review,Assessment,Which postural distortion is characterized by a forward head and rounded shoulders?,Upper crossed syndrome,Quiz,NASM CPT,Upper crossed syndrome|Pes planus distortion syndrome|Lower crossed syndrome|Knee valgus
NASM Personal Fitness Training: Section 4 Review,Assessment,Which skinfold sites are measured if determining body composition via the Durnin-Womersley protocol?,"Biceps, triceps, subscapular, and suprailiac",Quiz,NASM CPT,"Biceps, triceps, subscapular, and suprailiac|Triceps, abdomen, mid-axillary, and suprailiac|Triceps, subscapular, chest, and thigh|Biceps, mid-axillary, subscapular, and chest"
NASM Personal Fitness Training: Section 4 Review,Assessment,Which term defines the degree to which a test specifically measures what it is intended to measure?,Validity,Quiz,NASM CPT,Validity|Appropriateness|Reliability|Relevance
NASM Personal Fitness Training: Section 4 Review,Assessment,Which test would you select as the most appropriate when attempting to measure the overall fitness level of a fit college-aged athlete who competes on the school’s rugby team?,The 1.5-mile (2.4-km) run test,Quiz,NASM CPT,The 1.5-mile (2.4-km) run test|YMCA 3-minute step test|Rockport 1-mile walk test|The talk test
NASM Personal Fitness Training: Section 4 Review,Assessment,Which type of assessment evaluates the position of the musculoskeletal system while the body is standing still?,Static posture assessment,Quiz,NASM CPT,Static posture assessment|Overhead squat assessment|Dynamic posture assessment|Performance assessment
NASM Personal Fitness Training: Section 4 Review,Assessment,Which type of assessment is typically performed first in the assessment flow?,Static posture,Quiz,NASM CPT,Static posture|Single-leg squat|40-yard dash|Bench press strength
